folder,filename,stt_transcription,llm_response,timestamp,tts_file_path,reference_text,wer_score,cer_score
A,2323_audio18.wav,I will overwhelm dengan persiapan umrah. Ada tips sederhana?,"Relax, *ya akhi/ukhti*. Don't panic! Here are some simple tips:  1. **Make a checklist**: Catat semua kebutuhan supaya nggak *forget* apa-apa. 2. **Focus on *al-asasiyah***: Prioritaskan essentials first, don't overpack! 3. **Keep your *niyyah* pure**: Fokus ke ibadah, everything will be *taysir* (easy) inshaAllah.  *Fi amanillah!* 🕋✨",SKIPPED (LLM Error),data/results_tts/res_2323_audio18.wav,"I feel overwhelmed dengan persiapan umrah, ada tips sederhana?",0.3333,0.0968
A,2325_audio1.wav,Aku mau buk flag kejada minggu depan bisa berada schedule.,"Siap, let me check the flight schedule ke Jeddah for next week ya. *InshaAllah* available, *sabran* a bit!",2026-05-20T21:01:39.605431,data/results_tts/res_2325_audio1.wav,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?",0.6364,0.25
A,2325_audio10.wav,I feel overwhelmed dengan persiapan umbra. Ada tips sederhana.,"Stay calm, *ya akhi/ukhti*. Don't panic! 🌿  1. Make a simple checklist (packing & docs). 2. Focus on the essentials first. 3. *Tawakkul* and keep praying.  *Bismillah*, everything will be *maysur* (easy)! ✨",2026-05-20T21:01:48.177740,data/results_tts/res_2325_audio10.wav,Apa perbedaan umrah dan hajj secara detail dalam Islam,1.0,0.8889
A,2325_audio2.wav,Aku butuh travel umrah simple tapi inklo dengan dinafizid,"Ahlan! Siap, I can help you find a simple all-in package, including *visa & permits*. InshaAllah, everything will be *mudah*. Your budget-nya berapa?",2026-05-20T21:01:56.904719,data/results_tts/res_2325_audio2.wav,Aku butuh travel umrah simple tapi include Madinah visit,0.3333,0.2143
A,2325_audio3.wav,Can you help aku arrange transport dari Jedah ke Marina tomorrow?,"*Tayyib*, sure! *InshaAllah* I can help arrange your transport to Marina tomorrow. Just send me the details, ya!",2026-05-20T21:02:23.215972,data/results_tts/res_2325_audio3.wav,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,0.2727,0.0606
A,2325_audio4.wav,Explain step by step cara apply visa Saudi dengan benar.,"*Bismillah*, here is the step-by-step to get your *Tashira* (visa): 1. **Visit Portal**: Go to the official website (visitsaudi.com) for eVisa or via your travel agent. 2. **Create Account**: Register and fill in your *data pribadi* accurately. 3. **Upload Docs**: Upload a clear passport scan and a recent photo. 4. **Payment**: Pay the visa fee via credit card or online payment. 5. **Approval**: Wait for the process. Once approved, download and print your visa. *Alhamdulillah*! *Barakallahu feek!* Let me know if you need more help.",2026-05-20T21:02:47.309795,data/results_tts/res_2325_audio4.wav,Explain step by step cara apply visa Saudi dengan benar,0.1,0.0182
A,2325_audio5.wav,"Ya, akhi, Uridu, buk flag, elajidah, al-usbu al-qadim. Hal bisabantu ajedah, afduhal skajul, wari khiliran, membashirah.","Na'am akhi! I can help you book flight ke Jeddah next week. Ana sa'u-bahith (I'll search) for the best schedule and other options. Tafaddal, please provide the exact dates!",2026-05-20T21:03:46.127950,data/results_tts/res_2325_audio5.wav,"Ya akhi, uridu book flight ila Jeddah al-usbu'al qadim. Hal bisa bantu ajida afdhal schedule wa rihlatan mubashirah?",0.8889,0.2931
A,2325_audio6.wav,Uridu orange transport menjetah ilam Adina Kadan,"Tayyib, I'll help you book Orange Transport to Madinah. Sebentar ya, let me check availability-nya! 🚕✨",2026-05-20T21:04:05.413468,data/results_tts/res_2325_audio6.wav,Uridu arrange transport min Jeddah ila Madinah ghadan,0.75,0.2075
A,2325_audio7.wav,"Book flag kejejadah lalu lanjut ke Madina, schedule terbaik apalagi.",Ahlan! Best route: Landing JED $\rightarrow$ Haramain Train $\rightarrow$ Madinah.  Recommended *Ziarah* first in Madinah before *Umrah* in Makkah biar more relaxed and focused. *Safar sa'id!* ✈️🌙,2026-05-20T21:04:29.058868,data/results_tts/res_2325_audio7.wav,"Book flight ke Jeddah lalu lanjut ke Madinah, schedule terbaik kapan",0.4545,0.1912
A,2325_audio8.wav,Apapun beda umrah dan haj secara detail dalam Islam.,"Basically, *al-farq* (perbedaan) between Umrah & Hajj adalah: 1. **Timing:** Umrah can be done *kapan saja* (anytime), but Hajj has a *waqt muhaddad* (specific time) in Dzulhijjah. 2. **Hukum:** Hajj is *Fardhu* (mandatory) once in a lifetime for those *istita'ah* (able), while Umrah is generally sunnah/wajib depending on madhhab. 3. **Rituals:** Hajj involves *Wuquf* at Arafah, Muzdalifah, and Mina. Umrah is simpler: only Tawaf, Sa'i, and Tahallul. *Wallahu a'lam.*",2026-05-20T21:05:09.349043,data/results_tts/res_2325_audio8.wav,Uridu schedule trip dari Jeddah ke Makkah besok pagi,1.0,0.8077
A,2325_audio9.wav,How to prepare dokumen umrah dari Indonesia dengan benar?,"Bismillah! First, make sure your *passport* valid min. 6 months. Next, urus *visa* and *vaccination* (Meningitis). Don't forget *passport photos* background white. InshaAllah, easy process!",2026-05-20T21:05:37.973637,data/results_tts/res_2325_audio9.wav,Mumkin book transport dari Makkah ke Madinah untuk besok?,1.0,0.7719
A,2326_audio01.wav,"Aku mau buat flight ke jadah minggu depan, bisa bantu sekali dulu","*Ahlan!* Bisa banget, let me help you with the flight booking. *InshaAllah* lancar. Boleh share departure city and date-nya?",2026-05-20T21:06:15.625851,data/results_tts/res_2326_audio01.wav,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?",0.3636,0.2031
A,2326_audio02.wav,Aku butuh travel umrah simple tapi include Madina Visit,Ahlan! I got you. Ada *budget package* yang simple tapi tetap *inclusive* of Madinah Ziarah. Mau *check* detail-nya?,2026-05-20T21:06:47.954866,data/results_tts/res_2326_audio02.wav,Aku butuh travel umrah simple tapi include Madinah visit,0.1111,0.0179
A,2326_audio03.wav,bisa bantu aku menggunakan transport dari cedah ke Madinah esok?,"*Akid*, I can help you! For Jeddah to Madinah, the best option is **Haramain High Speed Railway**—fast and *nyaman*. Or you can take a taxi/private car.  Mau I help you check the schedule-nya, *InshaAllah*?",2026-05-20T21:07:07.747137,data/results_tts/res_2326_audio03.wav,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,0.5455,0.4545
A,2326_audio04.wav,Explan step by step cara play visa Saudi dengan benar.,"Here is the step-by-step guide to apply for your visa, *ya akhi/ukhti*: 1. **Choose Visa Type**: First, pilih jenis visa (Tourist/Umrah). *Tafaddal* check the requirements. 2. **Visit Official Portal**: Go to the official *mawqi'* (website) at **visa.visitsaudi.com** or via **Nusuk**. 3. **Upload Documents**: Upload *al-watha'iq* (documents) like a valid passport and a clear photo. 4. **Payment**: Proceed to *daf'* (payment) using a credit card or available online method. 5. **Wait for Approval**: Wait for the process, *insha Allah* your e-visa will be sent via email. *Barakallahu feek!* Ready to go?",2026-05-20T21:07:34.875590,data/results_tts/res_2326_audio04.wav,Explain step by step cara apply visa Saudi dengan benar,0.3,0.0909
A,2326_audio05.wav,"Ya ahi, urdu buk flag ilah jedah al uspu al-qadim, hal bisa bantu ajida after schedule warih laten mubashiroh.","Ahlan ya akhi! Sure, I can help. Untuk direct flight ke Jeddah al-usbu' al-qadim, please share exact date-nya ya. Ana ready to assist!",2026-05-20T21:08:02.817182,data/results_tts/res_2326_audio05.wav,"Ya akhi, uridu book flight ila Jeddah al-usbu'al qadim. Hal bisa bantu ajida afdhal schedule wa rihlatan mubashirah?",0.7222,0.1983
A,2326_audio06.wav,Orido Rancetang Spot Mincedah Ilam Adina Khwadan,"Afwan, I don't quite catch that. Could you please clarify? Maksudnya want to plan spot in Madinah? Jazakallah!",2026-05-20T21:08:41.951482,data/results_tts/res_2326_audio06.wav,Uridu arrange transport min Jeddah ila Madinah ghadan,1.0,0.3396
A,2326_audio07.wav,Book flight ke Jeddah lalu lanjut ke Madinah. Schedule terbaik kapan?,"Best timing itu around Nov-Feb, weather-nya cool. Or after Hajj season biar less crowded. *Insha Allah*, smooth trip!",2026-05-20T21:09:03.258560,data/results_tts/res_2326_audio07.wav,"Book flight ke Jeddah lalu lanjut ke Madinah, schedule terbaik kapan",0.1818,0.0294
A,2326_audio11.wav,kenapa fasting di romadan itu wajib bagi muslim?,"Karena itu *faridhah* (mandatory) from Allah. Tujuannya for *taqwa* & *tazkiyatun nafs* (soul purification), so we can be more disciplined and empathetic. *Barakallahu feek!*",2026-05-20T21:09:25.126578,data/results_tts/res_2326_audio11.wav,Kenapa fasting di Ramadan itu wajib bagi muslim,0.25,0.0426
A,2326_audio13.wav,jelaskan step by step cara booking flight kecedah secara online,"*Bismillah*, here are the steps for booking your flight to Jeddah (JED): 1. **Open App/Web:** Buka travel app (Traveloka/Tiket.com) or official airline site. 2. **Set Destination:** Search 'Jeddah (JED)' as your destination, *InshaAllah* dapat harga best. 3. **Select Flight:** Choose your preferred dates & flight time. 4. **Passenger Details:** Fill in your data. Make sure it matches your passport, *tahqiq* (verify) carefully! 5. **Payment:** Complete the payment process via bank transfer or credit card. 6. **E-Ticket:** Check your email for the e-ticket. *Alhamdulillah*, you're ready to go!",2026-05-20T21:09:56.892546,data/results_tts/res_2326_audio13.wav,Jelaskan step by step cara booking flight ke Jeddah secara online,0.1818,0.0462
A,2326_audio17.wav,menurut kamu belajar bahasa rap itu susah gak untuk pemula,"Afwan, not my area, ya. I'm an Umrah assistant, so better focus on your *manasik* and *dua*. Semangat!",2026-05-20T21:10:05.422350,data/results_tts/res_2326_audio17.wav,Menurut kamu belajar bahasa Arab itu susah gak untuk pemula,0.1,0.0339
A,2330_audio01.wav,Aku mau book flight ke jedah minggu depan. Bisa bantu schedule?,"Sure, I can help! Tafaddal, share your preferred date & time ya. InshaAllah we find the best flight! ✈️🕋",2026-05-20T21:10:29.063454,data/results_tts/res_2330_audio01.wav,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?",0.1818,0.0312
A,2330_audio02.wav,Aku butuh travel umrah simple tapi inklud madina visit.,"Siap, Kak! I can suggest a *budget-friendly* package. Sudah include *Ziyarah* Madinah. *Tafaddal*, check our catalog!",2026-05-20T21:10:49.248599,data/results_tts/res_2330_audio02.wav,Aku butuh travel umrah simple tapi include Madinah visit,0.3333,0.0714
A,2330_audio03.wav,Can you help aku arrange transport dari Jedah ke Madina tomorrow?,"Na'am, abshir! I can help you. Untuk berapa pax ya, ya akhi/ukhti?",2026-05-20T21:11:14.009452,data/results_tts/res_2330_audio03.wav,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,0.2727,0.0455
A,2330_audio04.wav,Explain step by step cara apply visa Saudi dengan benar.,"Here is the step-by-step guide, *biidznillah*: 1. **Prepare Docs**: Siapkan passport (valid min. 6 months) & photo 4x6. *Keep it clear!* 2. **Visit Portal**: Buka visa.visitsaudi.com or use Nusuk App. *Tafaddal*, start registration. 3. **Fill Data**: Input your personal info carefully. Jangan sampai ada *typo*, ya! 4. **Payment**: Pay the visa fee via credit card or debit. *Barakallahu fik*. 5. **Download**: Cek email and download your e-visa. Ready to visit *Al-Haramain*! 🕋✈️",2026-05-20T21:11:49.700082,data/results_tts/res_2330_audio04.wav,Explain step by step cara apply visa Saudi dengan benar,0.1,0.0182
A,2330_audio05.wav,ia akhir urdu buk flag ilah jeda al-usbu al-kadim. Hal bisa bantu ajeda afdal schedule warilatan mubashirah.,"Tentu, *ana bisa help* cari *afdal schedule* for you. *Min fadlak*, share detail tanggalnya biar I check *flight mubashirah* (direct) ke Jeddah. *Syukran!*",2026-05-20T21:12:21.173656,data/results_tts/res_2330_audio05.wav,"Ya akhi, uridu book flight ila Jeddah al-usbu'al qadim. Hal bisa bantu ajida afdhal schedule wa rihlatan mubashirah?",0.7778,0.1638
A,2330_audio06.wav,"Uridu Range Transport Minjenda, Ila Madina, Gadan","Tayyib, I'll check the price range transport min Jeddah ila Madinah for gadan. Berapa pax, ya?",2026-05-20T21:12:41.372686,data/results_tts/res_2330_audio06.wav,Uridu arrange transport min Jeddah ila Madinah ghadan,0.625,0.1321
A,2330_audio07.wav,Book flag kejada lalu lanjut ke Madina. Schedul terbaik kapan?,"Best is night flight. Arrive Jeddah morning, then take Haramain High-Speed Railway to Madinah. InshaAllah, lebih fresh and fast!",2026-05-20T21:13:09.578112,data/results_tts/res_2330_audio07.wav,"Book flight ke Jeddah lalu lanjut ke Madinah, schedule terbaik kapan",0.5455,0.1618
A,2330_audio12.wav,bagaimana proses visa Saudi untuk umbrah dari Indonesia sekarang?,"Sekarang process-nya *easy* banget, *Alhamdulillah*. Kamu bisa apply via *Travel Agent* (Umrah Visa) atau apply *E-Visa* secara mandiri. *Shartuhu* (syaratnya) cuma valid passport & photo. *Sahlun jiddan* (sangat mudah)!",2026-05-20T21:13:29.472401,data/results_tts/res_2330_audio12.wav,Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang,0.2222,0.0317
A,2330_audio14.wav,How to prepare dokumen umrah dari Indonesia dengan benar,Keep it simple! Here's the checklist:  1. **Passport**: Valid min. 6 months. *Jawaza as-safar* must be ready! 🛂 2. **Visa**: Process via agency or online. *Ta'shirah* is mandatory. 📄 3. **Health**: Vaccination certificate (Meningitis). Keep your *Shihhah*! 💉 4. **Photos**: Pas foto background putih. Prepare your *Suwar*! 📸  Make sure everything is *complete* biar lancar. *Fi amanillah!* ✈️🕋,2026-05-20T21:13:42.000549,data/results_tts/res_2330_audio14.wav,How to prepare dokumen umrah dari Indonesia dengan benar,0.0,0.0
A,2330_audio15.wav,tolong buat checklist persiapan umroh termasuk barang wajib di bawah,"Bismillah, here's your *checklist* persiapan Umrah. *Keep it simple* ya! **1. Documents (Wajib):** *   Passport & Visa. *   Vaccine certificate. *   Tiket & Hotel voucher. **2. Clothing & Apparel:** *   Kain Ihram (for men) / Mukena & Gamis (for women). *   *Comfortable shoes* & sandals. *   Underwear & socks (bawa yang cukup). *   Jaket/Sweater (if it's cold). **3. Toiletries & Health:** *   *Fragrance-free* soap & shampoo (for Ihram). *   Personal meds & Vitamins. *   Skincare (sunblock & lip balm). *   Masker & Hand sanitizer. **4. Electronics:** *   Universal adapter. *   Powerbank. **5. Spiritual Gear:** *   Sajadah travel. *   Pocket Al-Quran / App. *   Buku doa. *Fi amanillah* and semoga mabrur! 🕋✨",2026-05-20T21:14:15.210169,data/results_tts/res_2330_audio15.wav,Tolong buat checklist persiapan umrah termasuk barang wajib dibawa,0.3333,0.0455
A,2330_audio17.wav,"Menurut kamu, belajar basah rap itu susah gak untuk pemula?","Maksudnya *Bahasa Arab* ya? Not too hard, kok! Just need some *sabr* and consistency. *InshaAllah*, it'll be easy for you! 🕋✨",2026-05-20T21:14:36.041502,data/results_tts/res_2330_audio17.wav,Menurut kamu belajar bahasa Arab itu susah gak untuk pemula,0.4,0.1186
A,2331_audio01.wav,"Aku mau book flight ke jedah minggu depan, bisa bantu schedule?","Bisa banget! *Tafaddal*, share your preferred date and time ya. *InsyaAllah* I'll help you arrange it! ✈️🕋",2026-05-20T21:14:58.024066,data/results_tts/res_2331_audio01.wav,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?",0.0909,0.0156
A,2331_audio02.wav,"Aku butuh travel umrah simpel, tapi inkut Madina Visit","Ahlan! I got you. Pilih paket *basic* aja, it's simple but still include *Ziyarah* Madinah. Check the details, *Tafaddal*! ✨",2026-05-20T21:15:24.506710,data/results_tts/res_2331_audio02.wav,Aku butuh travel umrah simple tapi include Madinah visit,0.3333,0.125
A,2331_audio03.wav,"Can you help aku, arrange transport dari Jedah ke Madinah, tomorrow?","Akid, can do! Berapa pax total? Mau private car or train? Let me know ya.",2026-05-20T21:15:42.829557,data/results_tts/res_2331_audio03.wav,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,0.3636,0.0606
A,2331_audio04.wav,Explain step by step cara apply visa Saudi dengan benar,"Here is the step-by-step guide, *ya akhi/ukhti*: 1. **Visit the website**: Go to the official Saudi e-Visa portal, *Tafaddal* langsung ke sana. 2. **Register account**: Create your profile, *Sajjel* data diri kamu. 3. **Fill the form**: Fill in your personal details, *Imla'* form-nya carefully. 4. **Upload docs**: Upload your passport and photo, *Arsil* documents-nya. 5. **Payment**: Make the payment for the visa fee, *Idfa'* via credit card/online. 6. **Wait for approval**: Just wait for the confirmation email, *Intazir* until it's issued. *Barakallahu feek!* Ready for Umrah?",2026-05-20T21:16:14.352272,data/results_tts/res_2331_audio04.wav,Explain step by step cara apply visa Saudi dengan benar,0.0,0.0
A,2331_audio05.wav,"Ya ahi, urdu book flight ilah jedah alus bual kadim. Hal bisa bantu ajida after schedule warilatan Mubashira.","Na'am akhi! I can help you book flight ilah Jeddah. Share your preferred schedule ya, biar I adjust quickly. InshaAllah, khair!",2026-05-20T21:16:48.538744,data/results_tts/res_2331_audio05.wav,"Ya akhi, uridu book flight ila Jeddah al-usbu'al qadim. Hal bisa bantu ajida afdhal schedule wa rihlatan mubashirah?",0.6111,0.1379
A,2331_audio06.wav,Uridu Erinstransport Mincedah ilah Madina Hagadan,"Tayyib, understood. Transport from Jeddah to Madinah ghadan, ya? Please share the details: number of pax & hotel. Syukran!",2026-05-20T21:17:15.093192,data/results_tts/res_2331_audio06.wav,Uridu arrange transport min Jeddah ila Madinah ghadan,0.875,0.2453
A,2331_audio10.wav,Apa perbedaan umrah dan haji secara detail dalam Islam?,"Haji is *Fardhu* (obligatory) once in a lifetime for those who are *mampu*, while Umrah is *Sunnah*. Timing: Haji has *specific time* (Dhul-Hijjah), but Umrah can be done *anytime* throughout the year. Rituals: Haji includes *Wuquf* in Arafah, whereas Umrah doesn't. *Simple as that, InsyaAllah!*",2026-05-20T21:17:41.497922,data/results_tts/res_2331_audio10.wav,Apa perbedaan umrah dan hajj secara detail dalam Islam,0.2222,0.037
A,2331_audio12.wav,bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang.,"Now it's more flexible, ya. Ada 3 main options: 1. **Tourist Visa (e-Visa):** Apply online, very fast, and can be used for Umrah. 2. **Umrah Visa:** Processed via travel agent (classic way). 3. **Personal Visit Visa:** If you have an invitation from a Saudi citizen. Don't forget to use the **Nusuk App** for permits. *Barakallahu feek!*",2026-05-20T21:18:08.805121,data/results_tts/res_2331_audio12.wav,Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang,0.1111,0.0159
A,2331_audio15.wav,tolong buat checklist persiapan umrah termasuk barang wajib di bawah,"Ready, *ya pilgrims*! 🕋 Here is your brief checklist for a *mabrur* journey: **1. Mandatory Documents 📄** * Passport & Visa (Check validity!) * Vaccination certificate. * Ticket & Hotel voucher. **2. Clothing & Apparel 👕** * Kain Ihram (for men) & *modest wear* (for women). * Underwear & socks (bring extra). * Comfortable walking shoes/sandals. **3. Health & Toiletries 🧴** * Personal medicines (obat pribadi). * Unscented soap/deodorant (for *Ihram* state). * Sunscreen & lip balm (prevents dry skin). **4. Worship Essentials 📿** * Sajadah portable. * Al-Quran small size/App. * *Tasbih* & buku doa. **5. Electronics & Money 📱** * Universal adapter & Power bank. * Saudi SIM card/Roaming. * Saudi Riyal (Cash) & Debit card. *Fi amanillah* on your trip! ✨",2026-05-20T21:18:41.555366,data/results_tts/res_2331_audio15.wav,Tolong buat checklist persiapan umrah termasuk barang wajib dibawa,0.2222,0.0303
A,2331_audio17.wav,"Menurut kamu, belajar bahasa harap itu susah gak untuk pemula","Gak kok, *it's not that hard* as long as you start with basic phrases. *Sahl* banget, *inshaAllah*! Just keep practicing.",2026-05-20T21:19:00.017295,data/results_tts/res_2331_audio17.wav,Menurut kamu belajar bahasa Arab itu susah gak untuk pemula,0.2,0.0508
A,2334_audio01.wav,Aku mau buk flight ke Jedah minggu depan. Bisa bantu schedule?,"Ahlan! I can help you *booking* flight-nya. Please share your preferred dates & airline, ya. InshaAllah, let's make it happen! ✈️🕋",2026-05-20T21:19:21.087957,data/results_tts/res_2334_audio01.wav,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?",0.2727,0.0625
A,2334_audio02.wav,"Aku butuh travel umurah, simple, tapi include Madina Visit","Ahlan! I got you. Kita cari yang *simple package*, InsyaAllah *include Ziyarah Madinah*. Budget-nya range berapa, ya?",2026-05-20T21:19:39.091607,data/results_tts/res_2334_audio02.wav,Aku butuh travel umrah simple tapi include Madinah visit,0.3333,0.0714
A,2334_audio03.wav,"Can you help aku, orange, transport dari cedah ke Madina, tomorrow?","Akid! I can help you arrange transport dari Jeddah ke Madinah tomorrow. Mau taxi or bus, ya?",2026-05-20T21:20:06.468815,data/results_tts/res_2334_audio03.wav,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,0.4545,0.1212
A,2334_audio04.wav,Explain step by step cara apply visa Saudi dengan benar.,"Ahlan! Here is the easy way to apply your Saudi Visa: 1. **Prepare docs**: Passport (valid min 6 months) & digital photo. Ready, ya? 2. **Visit portal**: Go to *visa.visitsaudi.com*. Tafaddal. 3. **Fill data**: Input your personal details carefully. Jangan sampai typo! 4. **Payment**: Pay the visa fee via credit card/online payment. Sahlah. 5. **Download**: Once approved, download and print your eVisa. Alhamdulillah! Safe travels! Fi amanillah. 🕋✈️",2026-05-20T21:20:32.395583,data/results_tts/res_2334_audio04.wav,Explain step by step cara apply visa Saudi dengan benar,0.1,0.0182
A,2334_audio05.wav,"Ya Aki, Uridu, buk fly, ilajet dah al-usbu al-kadim, hal bisa bantu Azida Afbal schedule warih latar Mubashurah?","Ahlan ya Akhi! Of course, ana bisa bantu book flight for next week. Please send your details & date, biar we fix the schedule mubashurah. Tafaddal!",2026-05-20T21:20:56.632533,data/results_tts/res_2334_audio05.wav,"Ya akhi, uridu book flight ila Jeddah al-usbu'al qadim. Hal bisa bantu ajida afdhal schedule wa rihlatan mubashirah?",0.7222,0.1897
A,2334_audio06.wav,Uridu Orange Transport Minjit Dah ila Medina Haudan,"Tayyib, I'll arrange Orange Transport min Jeddah ila Madinah halan. Wait a moment ya!",2026-05-20T21:21:17.484225,data/results_tts/res_2334_audio06.wav,Uridu arrange transport min Jeddah ila Madinah ghadan,0.625,0.1887
A,2334_audio07.wav,"Book flight ke Jeddah lalu lanjut ke Madina, schedule terbaik kapan?","Ahlan! Best schedule itu Nov-Feb, weather-nya cool. Land in Jeddah, then take Haramain Train to Madinah. InshaAllah smooth!",2026-05-20T21:21:38.818371,data/results_tts/res_2334_audio07.wav,"Book flight ke Jeddah lalu lanjut ke Madinah, schedule terbaik kapan",0.1818,0.0294
A,2334_audio08.wav,Bagaimana proses visa Saudi untuk umroh dari Indonesia sekarang?,"Now it's much simpler, *Alhamdulillah*. Kamu bisa apply *Umrah Visa* via travel agent atau *Tourist Visa (e-visa)* biar more flexible. Don't forget to use *Nusuk App* for your *Tasreeh* (permit) ya!",2026-05-20T21:21:59.927423,data/results_tts/res_2334_audio08.wav,Uridu schedule trip dari Jeddah ke Makkah besok pagi,1.0,0.9808
A,2334_audio09.wav,How to prepare dokumen umrah dari Indonesia dengan benar,"*Bismillah*, here is your checklist: 1. **Passport**: *Valid* minimal 6 months. 2. **Visa Umrah**: Apply via *authorized agent* or *e-visa*. 3. **Health**: *Wajib* Vaksin Meningitis + ICV card. 4. **Pas Foto**: Recent photo, background putih. 5. **Booking**: Save *flight & hotel confirmation*. *Barakallahu feek*, semoga lancar and *mabrur*! 🕋✈️",2026-05-20T21:22:25.863888,data/results_tts/res_2334_audio09.wav,Mumkin book transport dari Makkah ke Madinah untuk besok?,1.0,0.7895
A,2334_audio10.wav,"Menurut kamu, belajar bahasa Arab itu susah gak untuk pemula?","Gak kok, *it's just a process*. Memang *challenging* di awal, tapi *bi-idznillah* pasti bisa. Just start with *al-kalimat al-basitah* (simple words). *Semangat!*",2026-05-20T21:22:50.979903,data/results_tts/res_2334_audio10.wav,Apa perbedaan umrah dan hajj secara detail dalam Islam,1.1111,0.8704
A,2337_audio01.wav,"Aku mau buka fly ke jedah minggu depan, bisa bantu schedule","Bisa banget! InshaAllah I can help you check the flight schedule. Mau jam berapa? Tafaddal, let me know your preference!",2026-05-20T21:23:10.152839,data/results_tts/res_2337_audio01.wav,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?",0.3636,0.1406
A,2337_audio02.wav,Aku butuh travel umroh simpel tapi include Madina Visit.,Siap! I can help you. Ada *simple package* yang udah include *Ziyarah* Madinah. *InsyaAllah* easy and *mubarak*.  Mau check *options*-nya?,2026-05-20T21:23:31.359673,data/results_tts/res_2337_audio02.wav,Aku butuh travel umrah simple tapi include Madinah visit,0.4444,0.0893
A,2337_audio03.wav,Can you help aku arrange transport dari Jeddah ke Madina tomorrow?,"Sure, *akhi/ukhti*! *InshaAllah* I can help. Mau pakai Haramain High Speed Railway or private taxi? *Tafaddal*, let me know your preference!",2026-05-20T21:23:47.368150,data/results_tts/res_2337_audio03.wav,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,0.1818,0.0303
A,2337_audio04.wav,Explain step by step cara apply visa Saudi dengan benar.,"Here is the step-by-step, *ya akhi/ukhti*: 1. **Choose your visa type** (Tourist/Umrah), *ikhtar naw' at-tashira*. 2. **Prepare documents**: valid passport & photo, *jahhez al-awraq*. 3. **Apply online** via official portal, *qaddim talabak*. 4. **Pay the fee**, *idfa' ar-rusum*. 5. **Check your email** for the e-Visa, *alhamdulillah* done!",2026-05-20T21:24:18.569088,data/results_tts/res_2337_audio04.wav,Explain step by step cara apply visa Saudi dengan benar,0.1,0.0182
A,2337_audio05.wav,"Ya, Aki, Uridu, Book Flag, Ila Jeddah al-Uzbu Al-Kodim, hal bisa bantu Ajida Afdal schedule Warihalatan Mubashirah.","Tafaddal! I can help you find the best schedule. Let me check the *rihlah mubashirah* to Jeddah for *al-usbu' al-qadim*. Wait a moment, ya!",2026-05-20T21:24:38.702528,data/results_tts/res_2337_audio05.wav,"Ya akhi, uridu book flight ila Jeddah al-usbu'al qadim. Hal bisa bantu ajida afdhal schedule wa rihlatan mubashirah?",0.5556,0.1379
A,2337_audio06.wav,Urdu Arrange Transport Minjidah ilah Madina Wadan,"Na'am, siap! Please send the details for transport *min* Jeddah *ila* Madinah. InshaAllah we'll arrange it quickly.",2026-05-20T21:25:04.833070,data/results_tts/res_2337_audio06.wav,Uridu arrange transport min Jeddah ila Madinah ghadan,0.75,0.1509
A,2337_audio07.wav,"Book flight ke Jeddah lalu lanjut ke Madina, schedule terbaik kapan?","Mid-week flights are usually cheaper, *InshaAllah*. For JED to MED, pick early morning schedule biar *afdal* and avoid traffic.  *Tafaddal*, mau dibantu check dates-nya?",2026-05-20T21:25:26.710672,data/results_tts/res_2337_audio07.wav,"Book flight ke Jeddah lalu lanjut ke Madinah, schedule terbaik kapan",0.1818,0.0294
A,2337_audio13.wav,jelaskan step by step cara booking flight ke jada secara online,"*Bismillah*, ini step-by-step booking flight ke Jeddah online: 1. **Search Flight**: Open travel app (Traveloka/Tiket.com/Airline site), search destination to Jeddah (JED). 2. **Pick Schedule**: Choose the best date and flight time. *Tammam!* 3. **Fill Data**: Input details sesuai passport. Make sure no typos, ya. 4. **Payment**: Settle the payment via credit card or transfer. *Sari'an* (cepat) sebelum seat habis. 5. **E-Ticket**: Check your email for the e-ticket. *Alhamdulillah*, ready for *safar*!",2026-05-20T21:25:49.054505,data/results_tts/res_2337_audio13.wav,Jelaskan step by step cara booking flight ke Jeddah secara online,0.0909,0.0462
